iter	Logloss
0	0.6075175447
1	0.5123370044
2	0.4521598633
3	0.395062453
4	0.3411774036
5	0.2967246454
6	0.262799393
7	0.2316318306
8	0.20214255
9	0.1849896055
10	0.1658171876
11	0.1522748418
12	0.1378418707
13	0.1223247716
14	0.1083806929
15	0.09798251631
16	0.08928679438
17	0.08230285705
18	0.07459901968
19	0.06788131491
20	0.06279510135
21	0.05861330082
22	0.05495306776
23	0.05126411831
24	0.04808178655
25	0.04552249052
26	0.0429919906
27	0.04268072624
28	0.04237758121
29	0.04207812323
30	0.04177512476
31	0.04091844159
32	0.04069822009
33	0.04051446456
34	0.04028793961
35	0.04008790585
36	0.03839105571
37	0.03813776868
38	0.03790719328
39	0.03770005324
40	0.03751120234
41	0.03731532302
42	0.03712305464
43	0.0354481484
44	0.03526224293
45	0.03507657835
46	0.03490616144
47	0.03464313552
48	0.03447493065
49	0.03430935426
50	0.03416566257
51	0.03399217184
52	0.03385786517
53	0.03373174614
54	0.033588598
55	0.03345207909
56	0.03331909663
57	0.03315165515
58	0.03302759216
59	0.03290342508
60	0.03278345217
61	0.0326587605
62	0.03251362399
63	0.03230280914
64	0.03219896222
65	0.03206767002
66	0.03190436349
67	0.03179456028
68	0.03168856872
69	0.03157018768
70	0.03146520769
71	0.03135425864
72	0.03121569182
73	0.03111860803
74	0.03102034193
75	0.03092096702
76	0.03081343789
77	0.03071393873
78	0.03061993936
79	0.03053004684
80	0.0304440265
81	0.03035926761
82	0.03027484218
83	0.02978687802
84	0.02967929635
85	0.02778385054
86	0.02665182927
87	0.02656359717
88	0.02645908323
89	0.02637428558
90	0.02629204151
91	0.02621259696
92	0.0261328817
93	0.02602864977
94	0.02595548142
95	0.02587892729
96	0.02465564569
97	0.0245817232
98	0.02448275107
99	0.02440672777
100	0.02433788035
101	0.02426811438
102	0.02418856448
103	0.02411617904
104	0.024061896
105	0.02399056327
106	0.02391092268
107	0.02383143033
108	0.02376572545
109	0.02370031384
110	0.02363722834
111	0.02357639405
112	0.0234883142
113	0.02342665987
114	0.02333801333
115	0.02323918266
116	0.02318179671
117	0.02310277239
118	0.02305175457
119	0.02299847471
120	0.02294250415
121	0.02286385629
122	0.02281053737
123	0.02273965661
124	0.02157761051
125	0.02151350797
126	0.02146186249
127	0.02141023942
128	0.02136129916
129	0.02130679914
130	0.02125728155
131	0.02120091196
132	0.02112571019
133	0.02107988531
134	0.01992064025
135	0.01987486042
136	0.01981304134
137	0.0197677284
138	0.01972330294
139	0.01967184164
140	0.01960418088
141	0.01956216192
142	0.01951931873
143	0.01878106936
144	0.01874007894
145	0.01869964257
146	0.01865026536
147	0.01861050968
148	0.01857259945
149	0.01773934893
150	0.01770202254
151	0.01764317264
152	0.01758335826
153	0.0175242769
154	0.0174640141
155	0.01742756311
156	0.01739194959
157	0.01735731623
158	0.01732619751
159	0.01729120978
160	0.01725783254
161	0.01722570261
162	0.01642626641
163	0.01638076773
164	0.01632231574
165	0.01627584669
166	0.01622020581
167	0.01618892674
168	0.01615899119
169	0.01611817488
170	0.0160895911
171	0.01534344497
172	0.01530077504
173	0.01527124157
174	0.01523085547
175	0.01519601339
176	0.01460350846
177	0.01457483989
178	0.01453531951
179	0.01449927677
180	0.01445265062
181	0.01442653087
182	0.01439904561
183	0.01437359343
184	0.01433418374
185	0.01429166352
186	0.01376547572
187	0.01372643895
188	0.01370145605
189	0.01366958839
190	0.0136283363
191	0.01302416841
192	0.01299887035
193	0.01295985324
194	0.01293587633
195	0.01289668477
196	0.01286555162
197	0.01284233279
198	0.01281530321
199	0.01278442264
200	0.01275208726
201	0.01272365441
202	0.01268506538
203	0.01265439546
204	0.0121183194
205	0.01209220913
206	0.01206806704
207	0.01155011818
208	0.01152487291
209	0.01150418765
210	0.01148348622
211	0.01145914481
212	0.0114396877
213	0.01140382953
214	0.0113820765
215	0.01135820933
216	0.01089561437
217	0.01087654617
218	0.01084046813
219	0.01081561832
220	0.01079183488
221	0.01035989617
222	0.01034126525
223	0.01032349044
224	0.01030330448
225	0.01028590063
226	0.01025803323
227	0.01024080228
228	0.01022389712
229	0.01020786931
230	0.01017753955
231	0.009781709958
232	0.009755820091
233	0.009739305366
234	0.00971649318
235	0.009701115686
236	0.009675260133
237	0.009659802944
238	0.009640369837
239	0.009247213884
240	0.009231968457
241	0.009208956847
242	0.009186756986
243	0.009169827327
244	0.009155563633
245	0.009141864168
246	0.009127714478
247	0.009103866971
248	0.009089989978
249	0.008756072486
250	0.008738455348
251	0.008724426518
252	0.008705285599
253	0.008691931468
254	0.008678685117
255	0.008657728528
256	0.008644975416
257	0.008337216102
258	0.008324072423
259	0.008310995996
260	0.008290807527
261	0.008278475833
262	0.008265812605
263	0.008253682985
264	0.00824146307
265	0.008222564526
266	0.008202705436
267	0.007884884584
268	0.007872864523
269	0.007856100058
270	0.007837864
271	0.007826379293
272	0.007815413038
273	0.007797966213
274	0.007787294311
275	0.007509502555
276	0.00749838639
277	0.007482871211
278	0.007472182613
279	0.007460294159
280	0.00721099797
281	0.007200051215
282	0.007187568924
283	0.007177082132
284	0.007166793539
285	0.007144990602
