iter	Logloss
200	0.4742108259
201	0.4741134487
202	0.4740152902
203	0.473921317
204	0.4738167411
205	0.4737145647
206	0.4736
207	0.4735049107
208	0.4733875
209	0.4732698661
210	0.4731657366
211	0.4730295759
212	0.4729295759
213	0.4728339844
214	0.472738058
215	0.4726578683
216	0.4725430804
217	0.472438058
218	0.4723319754
219	0.4722508929
220	0.4721684152
221	0.4720691406
222	0.4719959821
223	0.4719088728
224	0.4718152344
225	0.4717511719
226	0.471656808
227	0.471571317
228	0.4714823661
229	0.4714115513
230	0.4713031808
231	0.4712317522
232	0.4711542969
233	0.4711001116
234	0.4710347098
235	0.4709789062
236	0.4709086496
237	0.4708339286
238	0.470759933
239	0.4706785156
240	0.4705970424
241	0.4705237723
242	0.4704420201
243	0.4703789063
244	0.4703011719
245	0.4702141183
246	0.4701518973
247	0.4700895089
248	0.4700378348
249	0.4699525112
250	0.4698554129
251	0.4697833705
252	0.469699721
253	0.4696489955
254	0.4695761161
255	0.4695055804
256	0.4694459821
257	0.4693959821
258	0.469328683
259	0.4692531808
260	0.4691960379
261	0.4691214286
262	0.4690354353
263	0.4689833705
264	0.4689147321
265	0.4688448661
266	0.4687957589
267	0.4687300223
268	0.4686571987
269	0.4686082589
270	0.4685593192
271	0.4685083147
272	0.4684586496
273	0.468415625
274	0.4683715402
275	0.4683196987
276	0.4682595424
277	0.4681972656
278	0.4681387835
279	0.4680924944
280	0.4680288225
281	0.4679503348
282	0.4678931641
283	0.467840346
284	0.4677722656
285	0.4677187779
286	0.4676666016
287	0.4676258092
288	0.4675830915
289	0.4675450056
290	0.467490904
291	0.4674330636
292	0.467384375
293	0.4673276507
294	0.4672619141
295	0.4672095703
296	0.4671554688
297	0.4670957031
298	0.467042048
299	0.4670154576
300	0.4669501953
301	0.4669043806
302	0.4668681083
303	0.4668311384
304	0.4667778181
305	0.4667421875
306	0.4667053013
307	0.4666572824
308	0.4666201172
309	0.4665830078
310	0.4665308594
311	0.4664776507
312	0.4664351283
313	0.4663840123
314	0.4663355748
315	0.4662825335
316	0.4662207868
317	0.466170452
318	0.4661060268
319	0.4660684431
320	0.4660209821
321	0.4659904018
322	0.4659496652
323	0.465889481
324	0.4658313895
325	0.4657904855
326	0.4657446987
327	0.4657023158
328	0.4656461217
329	0.4656152902
330	0.4655689174
331	0.4655238002
332	0.4654726004
333	0.4654325056
334	0.4653915458
335	0.4653509487
336	0.4653066685
337	0.4652806083
338	0.4652501953
339	0.4652146484
340	0.4651737723
341	0.4651393136
342	0.4651155692
343	0.4650791853
344	0.4650470982
345	0.4649943359
346	0.4649444475
347	0.4649090123
348	0.4648659319
349	0.4648238839
350	0.4647808873
351	0.4647372489
352	0.4647087054
353	0.4646746373
354	0.4646296317
355	0.4645835658
356	0.464534096
357	0.4645017578
358	0.4644714007
359	0.4644328683
360	0.4643792969
361	0.4643376953
362	0.4642940011
363	0.4642589007
364	0.4642166574
365	0.4641753627
366	0.464139481
367	0.4641092913
368	0.4640772042
369	0.4640506417
370	0.4640168527
371	0.4639935826
372	0.4639576172
373	0.4639228516
374	0.4638876674
375	0.463831808
376	0.4637842355
377	0.4637474051
378	0.4637009208
379	0.4636611886
380	0.4636157924
381	0.4635868025
382	0.4635508929
383	0.4635126116
384	0.4634670759
385	0.4634272321
386	0.4633934989
387	0.4633544643
388	0.4633163504
389	0.4632893973
390	0.4632647042
391	0.4632251395
392	0.4631884766
393	0.4631472098
394	0.4631060826
395	0.4630683036
396	0.4630287946
397	0.4629952288
398	0.4629671317
399	0.4629251953
400	0.4628733259
401	0.4628311384
402	0.4627741071
403	0.4627351004
404	0.4627103795
405	0.4626669643
406	0.4626368304
407	0.4626098772
408	0.4625780134
409	0.4625434989
410	0.4625139509
411	0.462473298
412	0.4624351004
413	0.462413058
414	0.4623882812
415	0.4623591239
416	0.4623369141
417	0.462297154
418	0.4622780971
419	0.4622504464
420	0.4622286551
421	0.462190625
422	0.4621520089
423	0.4621234654
424	0.4620797433
425	0.4620465123
426	0.4620189732
427	0.4619896763
428	0.4619640904
429	0.46192101
430	0.4618919085
431	0.4618618304
432	0.4618284877
433	0.4618033482
434	0.4617808873
435	0.4617444754
436	0.4617095424
437	0.4616873326
438	0.4616552734
439	0.4616107422
440	0.4615919364
441	0.4615602679
442	0.4615375
443	0.4615157645
444	0.4614956194
445	0.4614630022
446	0.4614231585
447	0.4613936384
448	0.4613495536
449	0.4613276507
450	0.4612917969
451	0.4612611328
452	0.4612213728
453	0.4611900391
454	0.4611665737
455	0.4611483817
456	0.4611207868
457	0.4610996931
458	0.4610848214
459	0.4610710658
460	0.4610317801
461	0.4609952846
462	0.4609713728
463	0.4609431362
464	0.4609140346
465	0.4608699219
466	0.4608410435
467	0.460803404
468	0.4607751395
469	0.4607518415
470	0.4607367187
471	0.4607080915
472	0.4606838449
473	0.4606645926
474	0.4606359375
475	0.460599442
476	0.4605834542
477	0.4605506696
478	0.4605246652
479	0.4604921875
480	0.4604659877
481	0.4604396205
482	0.4604161551
483	0.4603868583
484	0.460363365
485	0.460334096
486	0.4602959821
487	0.4602686105
488	0.4602435826
489	0.460225558
490	0.4601836496
491	0.4601624163
492	0.4601385045
493	0.460110519
494	0.4600885603
495	0.4600511161
496	0.4600231027
497	0.4599894531
498	0.4599544364
499	0.4599181083
500	0.4598910993
501	0.459863644
502	0.4598299665
503	0.4597909319
504	0.4597736049
505	0.4597604353
506	0.4597308315
507	0.4597099051
508	0.4596854074
509	0.4596555804
510	0.4596326172
511	0.4596108817
512	0.4595868583
513	0.4595602679
514	0.4595236607
515	0.4594992746
516	0.4594662667
517	0.4594296875
518	0.4594030413
519	0.4593855748
520	0.4593606306
521	0.4593371931
522	0.4593117746
523	0.4592832589
524	0.4592470703
525	0.459209096
526	0.4591884208
527	0.459167885
528	0.4591550781
529	0.4591191406
530	0.4590906529
531	0.4590579241
532	0.4590335379
533	0.4590127232
534	0.4589826451
535	0.4589429129
536	0.4589188337
537	0.4588932757
538	0.4588803292
539	0.458853683
540	0.4588344029
541	0.4588104911
542	0.4587766741
543	0.4587547712
544	0.4587354632
545	0.4587179129
546	0.4586882254
547	0.4586584821
548	0.4586321987
549	0.4586100167
550	0.4585850725
551	0.4585703404
552	0.4585378069
553	0.4585221819
554	0.4585019252
555	0.4584754743
556	0.4584649554
557	0.4584363002
558	0.4584045759
559	0.4583839007
560	0.4583573103
561	0.4583280971
562	0.4582971261
563	0.458279548
564	0.4582654018
565	0.4582387277
566	0.4582159598
567	0.4581931083
568	0.4581759487
569	0.4581513672
570	0.4581297154
571	0.4581064732
572	0.458089202
573	0.4580777344
574	0.4580555804
575	0.4580392578
576	0.458013644
577	0.4579923828
578	0.4579658761
579	0.4579468192
580	0.4579203683
581	0.4579032645
582	0.457877846
583	0.4578550502
584	0.4578258929
585	0.4577921875
586	0.4577737723
587	0.4577443917
588	0.4577162109
589	0.4576853795
590	0.4576521205
591	0.4576308594
592	0.4576041016
593	0.4575836775
594	0.4575619978
595	0.4575445592
596	0.4575311105
597	0.4575085938
598	0.4574820592
599	0.4574603516
600	0.4574297154
601	0.457415346
602	0.4573886161
603	0.4573693917
604	0.4573366071
605	0.457325
606	0.4573073661
607	0.4572921038
608	0.4572594029
609	0.4572395926
610	0.4572109933
611	0.4572012277
612	0.4571838728
613	0.457161635
614	0.4571239955
615	0.4571038225
616	0.4570897321
617	0.4570727121
618	0.4570529855
619	0.4570284319
620	0.457002846
621	0.4569793527
622	0.4569613002
623	0.4569299944
624	0.4569020089
625	0.4568799386
626	0.4568634208
627	0.4568397321
628	0.4568195313
629	0.4568062221
630	0.4567682757
631	0.4567333426
632	0.4567185826
633	0.4566999163
634	0.4566749442
635	0.4566524275
636	0.4566083426
637	0.4565722656
638	0.4565525391
639	0.4565252511
640	0.456492048
641	0.4564777065
642	0.4564559989
643	0.4564393973
644	0.4564257254
645	0.4564043527
646	0.4563921038
647	0.4563759487
648	0.4563533482
649	0.4563256696
650	0.4562954799
651	0.4562789063
652	0.4562662109
653	0.4562561384
654	0.4562372768
655	0.4562186663
656	0.4562061384
657	0.456185519
658	0.4561685268
659	0.4561509766
660	0.4561333984
661	0.456117327
662	0.4561068638
663	0.456095731
664	0.4560779855
665	0.4560595982
666	0.4560331473
667	0.4560035435
668	0.4559771763
669	0.455949442
670	0.4559058873
671	0.4558847098
672	0.4558722935
673	0.455861356
674	0.4558456752
675	0.4558362165
676	0.4558174665
677	0.4557960658
678	0.4557759208
679	0.4557603795
680	0.4557424665
681	0.4557217076
682	0.4556921038
683	0.4556789621
684	0.4556564453
685	0.4556289621
686	0.4556123884
687	0.4555900391
688	0.4555613002
689	0.4555433873
690	0.4555311663
691	0.4555094866
692	0.4554984654
693	0.4554696429
694	0.4554424386
695	0.4554195313
696	0.4553964565
697	0.4553763114
698	0.4553647879
699	0.4553461217
700	0.4553227679
701	0.4553027623
702	0.4552858538
703	0.4552582031
704	0.4552361049
705	0.4552188058
706	0.4551949777
707	0.4551782645
708	0.4551578404
709	0.455146317
710	0.4551219866
711	0.4551012835
712	0.4550825893
713	0.4550466797
714	0.4550288225
715	0.4550100446
716	0.4549796596
717	0.4549625
718	0.4549415458
719	0.4549227958
720	0.454883231
721	0.4548601283
722	0.4548414063
723	0.4548209263
724	0.4548134766
725	0.4547944475
726	0.4547726842
727	0.4547473772
728	0.4547229353
729	0.4547005022
730	0.454670173
731	0.4546457031
732	0.4546241908
733	0.4546013393
734	0.4545867188
735	0.454576144
736	0.4545654576
737	0.4545486607
738	0.4545348493
739	0.4545209263
740	0.4544961775
741	0.4544743025
742	0.4544580357
743	0.4544390346
744	0.4544289621
745	0.4544136719
746	0.4543982422
747	0.4543709821
748	0.4543456194
749	0.4543344866
750	0.4543154297
751	0.4542891462
752	0.4542757254
753	0.4542585937
754	0.454240625
755	0.4542181362
756	0.4542016741
757	0.4541879185
758	0.4541715123
759	0.4541499442
760	0.4541229353
761	0.4541094587
762	0.4540938337
763	0.4540762277
764	0.4540517857
765	0.4540411551
766	0.4540186105
767	0.4540038225
768	0.4539777902
769	0.4539602679
770	0.4539431083
771	0.4539276786
772	0.4539097656
773	0.4538861607
774	0.4538619978
775	0.4538510882
776	0.4538326451
777	0.4538097377
778	0.453792885
779	0.4537582589
780	0.4537433036
781	0.4537210938
782	0.453704269
783	0.4536854632
784	0.4536549386
785	0.4536292969
786	0.4536037388
787	0.4535804967
788	0.4535595982
789	0.453544308
790	0.4535253348
791	0.4535097935
792	0.4535020089
793	0.4534845703
794	0.4534762277
795	0.45344601
796	0.4534238839
797	0.4534024554
798	0.4533810268
799	0.4533663225
800	0.4533449777
801	0.4533299665
802	0.4533155692
803	0.4532815011
804	0.4532626674
805	0.453250558
806	0.4532248047
807	0.4532140904
808	0.4531882533
809	0.4531756696
810	0.4531610212
811	0.4531507533
812	0.4531350725
813	0.4531099888
814	0.4530928292
815	0.4530834263
816	0.4530676339
817	0.4530456752
818	0.4530273158
819	0.4530142578
820	0.4529876953
821	0.4529725446
822	0.4529524554
823	0.4529421317
824	0.4529296875
825	0.4529004743
826	0.4528820592
827	0.4528722656
828	0.4528563337
829	0.4528434431
830	0.4528238002
831	0.4528028739
832	0.4527791853
833	0.4527424665
834	0.4527230469
835	0.4527166016
836	0.4526962054
837	0.4526816406
838	0.4526706194
839	0.4526532366
840	0.4526370536
841	0.4526104911
842	0.4525907924
843	0.4525554408
844	0.4525486886
845	0.4525356585
846	0.4525294643
847	0.4525054408
848	0.4524876674
849	0.4524770368
850	0.4524625
851	0.4524424386
852	0.4524226842
853	0.4524042969
854	0.4523921317
855	0.4523819196
856	0.452369308
857	0.4523434989
858	0.452330106
859	0.452311356
860	0.452298856
861	0.4522878348
862	0.4522672712
863	0.4522472377
864	0.4522359375
865	0.4522257813
866	0.4522061942
867	0.4521783482
868	0.4521609654
869	0.4521360212
870	0.4521105748
871	0.4520926339
872	0.452064202
873	0.4520501953
874	0.452035798
875	0.4520075056
876	0.4519857422
877	0.4519664063
878	0.4519545201
879	0.4519460379
880	0.4519224051
881	0.451912221
882	0.4518928292
883	0.4518809431
884	0.451871875
885	0.4518549386
886	0.4518380859
887	0.4518282924
888	0.4518021484
889	0.4517748326
890	0.4517615513
891	0.4517469587
892	0.4517390067
893	0.4517228795
894	0.4517124442
895	0.4516891462
896	0.4516700614
897	0.4516628906
898	0.4516504464
899	0.4516339286
900	0.4516111328
901	0.4515974609
902	0.4515796596
903	0.4515625
904	0.4515365792
905	0.4515172991
906	0.4514914063
907	0.4514695871
908	0.4514499163
909	0.4514379185
910	0.4514276507
911	0.4514182757
912	0.4514045759
913	0.4513961496
914	0.451381529
915	0.4513687221
916	0.4513591518
917	0.4513429129
918	0.451328125
919	0.4513015067
920	0.4512870815
921	0.4512722656
922	0.4512584542
923	0.4512441127
924	0.4512277902
925	0.4512063895
926	0.4511938337
927	0.4511715402
928	0.4511552455
929	0.4511368862
930	0.4511229353
931	0.4510986049
932	0.4510813895
933	0.4510720145
934	0.451063058
935	0.4510410435
936	0.451021875
937	0.4510085379
938	0.4509712054
939	0.4509584821
940	0.4509367467
941	0.4509144252
942	0.4508936663
943	0.4508743304
944	0.4508506138
945	0.4508321429
946	0.450813365
947	0.4507864955
948	0.4507720703
949	0.4507430246
950	0.4507216518
951	0.450691769
952	0.4506609375
953	0.4506496373
954	0.4506308315
955	0.450614202
956	0.4506024833
